Date,y
2011-07-24,89.72225566144299
2011-08-07,88.42229837904907
2011-08-21,87.05518040913441
2011-09-04,86.8544435918579
2011-09-18,84.84189146071704
2011-10-02,82.66291872325178
2011-10-16,83.85317244432677
2011-10-31,85.30328286247166
2011-11-14,83.7573676080976
2011-11-28,81.59992204806291
2011-12-12,81.99279195190624
2011-12-26,80.95610907277877
2012-01-09,78.36103121506923
2012-01-23,79.44858783692415
2012-02-06,79.33875942170074
2012-02-20,82.18867187752443
2012-03-05,84.8495247892441
2012-03-19,86.54884925467546
2012-04-01,86.5834700829709
2012-04-15,84.74186478225351
2012-04-29,84.53998504093518
2012-05-13,82.24488406922845
2012-05-27,79.48722874461836
2012-06-10,79.45510651846413
2012-06-24,79.7536899040547
2012-07-08,77.82010543765759
2012-07-22,76.57093997830114
2012-08-05,75.78017737108597
2012-08-19,77.74898746613249
2012-09-02,77.90192050061523
2012-09-16,80.09156935791636
2012-09-30,79.30895154551564
2012-10-14,80.26454395351357
2012-10-29,81.8641112543401
2012-11-12,80.31220708225705
2012-11-26,83.96571289450232
2012-12-10,84.18191588440818
2012-12-24,88.0649324288338
2013-01-07,90.52304278813683
2013-01-21,94.87838069684965
2013-02-04,98.86525228108424
2013-02-18,98.36383747165807
2013-03-04,95.8779608384411
2013-03-18,98.5800121986231
2013-03-31,95.83805256107786
2013-04-14,102.688375833963
2013-04-28,101.60264063212007
2013-05-12,103.93630813161866
2013-05-26,104.34022076683891
2013-06-09,102.00671685762615
2013-06-23,102.39578148939809
2013-07-07,102.10406218640581
2013-07-21,104.47540191546301
2013-08-04,104.40855903697707
2013-08-18,103.04777032237592
2013-09-01,102.82552862523153
2013-09-15,104.95007704521618
2013-09-29,105.50767686308271
2013-10-13,105.57807568969659
2013-10-28,106.27185451331054
2013-11-11,104.51013096338045
2013-11-25,108.05348040375921
2013-12-09,110.07773946153601
2013-12-23,112.59976233660623
2014-01-06,112.70357179720452
2014-01-20,112.5427301040636
2014-02-03,110.49605728972757
2014-02-17,110.7388991793408
2014-03-03,110.75846521261447
2014-03-17,111.34272206365945
2014-03-30,111.529807793012
2014-04-13,111.72402124867565
2014-04-27,112.01785215809207
2014-05-11,111.19603250583107
2014-05-25,110.2386317530124
2014-06-08,110.78268863884017
2014-06-22,109.88664261527616
2014-07-06,110.12153720835742
2014-07-20,108.54187294455085
2014-08-03,109.11371005579723
2014-08-17,108.6993551053957
2014-08-31,108.40564757527795
2014-09-14,109.90067881944984
2014-09-28,109.67449685476676
2014-10-12,108.35391272649622
2014-10-27,108.53574608989074
2014-11-10,112.23292304286224
2014-11-24,116.45990822957774
2014-12-08,117.50028875484534
2014-12-22,115.88419223792945
2015-01-05,114.90566816077141
2015-01-19,107.86417796240914
2015-02-02,107.01407625014643
2015-02-16,107.42795287661913
2015-03-02,106.23004312390088
2015-03-16,102.38805483000782
2015-03-29,102.39521905610711
2015-04-12,101.55070434381412
2015-04-26,102.58671842659949
2015-05-10,105.94262476844764
2015-05-24,106.32114288239129
2015-06-07,110.3216358792979
2015-06-21,110.59824685586167
2015-07-05,108.34776114330785
2015-07-19,106.68840115910771
2015-08-02,107.81321766862705
2015-08-16,109.80788265438751
2015-08-30,107.8821444215037
2015-09-13,108.42394178399397
2015-09-27,106.67027144056891
2015-10-11,107.40779938752506
2015-10-26,105.96517490804581
2015-11-09,105.05899353211507
2015-11-23,104.49367395080345
2015-12-07,106.44204456342175
2015-12-21,104.84989759827859
2016-01-04,103.5897442710333
2016-01-18,101.7868747708837
2016-02-01,103.44681462912783
2016-02-15,100.89544604110779
2016-02-29,99.16563437346234
2016-03-14,100.07059543604066
2016-03-27,99.91783630551231
2016-04-10,97.94164545644051
2016-04-24,98.3162128811327
2016-05-08,96.97800684619453
2016-05-22,97.77745185446463
2016-06-05,96.20689984814797
2016-06-19,93.62581214700461
2016-07-03,92.51450420910501
2016-07-17,93.29062332377762
2016-07-31,91.41630339086421
2016-08-14,90.09870234011669
2016-08-28,89.95285313834334
2016-09-11,91.1668886691603
2016-09-25,89.81012354675437
2016-10-09,91.49015027949955
