Date,High,Low,Open,Close
2003-01-23,100.41690048217774,99.95079734802246,100.31420265197754,100.23519783020019
2003-01-24,100.93040168762207,100.1720024108887,100.25100120544434,100.71709831237793
2003-01-27,101.86260192871094,100.71709831237793,100.79609710693359,101.46760192871096
2003-01-28,101.6888009643555,101.13580337524417,101.48340530395508,101.49130096435549
2003-01-29,101.60979614257812,101.03309951782228,101.48340530395508,101.34119903564455
2003-01-30,101.80729614257812,100.89880096435549,101.30960433959963,101.73619903564452
2003-01-31,102.20229614257812,101.60190048217774,101.74409469604493,101.99690048217774
2003-02-03,102.54200241088868,101.64929855346679,102.0442985534668,102.52619903564455
2003-02-04,103.03969421386721,102.20229614257812,102.5103956604004,103.00809951782229
2003-02-05,103.06340530395508,101.97320144653321,103.03969421386721,102.2496942138672
2003-02-06,102.7632014465332,102.01270385742187,102.2654975891113,102.58150482177734
2003-02-07,102.90539566040042,102.02059951782229,102.60520385742187,102.85010192871094
2003-02-10,103.05549758911131,102.53409469604492,102.91330337524414,102.5657014465332
2003-02-11,102.9528057861328,102.35239807128909,102.59729614257813,102.7
2003-02-12,102.87380096435548,102.2417985534668,102.68419662475588,102.62099517822266
2003-02-13,103.31619903564452,102.47880096435549,102.65260192871094,103.07130096435549
2003-02-14,103.17400482177734,102.305,103.05549758911131,102.52619903564455
2003-02-17,102.55780578613282,101.38859710693359,102.54989807128906,101.8467985534668
2003-02-18,101.79940048217777,100.25100120544434,101.79940048217777,100.41690048217774
2003-02-19,100.96200241088869,100.23519783020019,100.4248021697998,100.7486990356445
2003-02-20,101.28590530395508,100.71709831237793,100.71709831237793,101.15159469604492
2003-02-21,101.6888009643555,100.7566007232666,101.13580337524417,100.96989807128908
2003-02-24,100.8276978302002,99.72959831237793,100.33,100.8276978302002
2003-02-25,100.89089927673339,99.55579734802248,100.81190048217772,99.7058992767334
2003-02-26,100.0060971069336,99.55579734802248,99.71380096435549,99.8323021697998
2003-02-27,100.14829734802248,99.59529975891114,99.85600120544433,99.91920265197754
2003-02-28,100.8592985534668,99.8401978302002,99.9033992767334,100.8198021697998
2003-03-03,101.27799758911135,100.3932014465332,100.74079734802248,101.27010192871094
2003-03-04,101.64929855346679,101.15950241088869,101.2621942138672,101.5860971069336
2003-03-05,101.89419662475586,101.47549758911131,101.60190048217774,101.60190048217774
2003-03-06,101.89419662475586,101.49130096435549,101.5782014465332,101.6729975891113
2003-03-07,102.16280578613281,101.04890289306641,101.6888009643555,101.8389028930664
2003-03-10,102.06799758911131,101.52289566040041,101.80729614257812,101.95739807128906
2003-03-11,102.2654975891113,101.90210433959963,101.94159469604492,102.1075
2003-03-12,102.3760971069336,101.7835971069336,102.06799758911131,101.95739807128906
2003-03-13,102.21020385742187,100.91459831237793,101.95739807128906,101.20690048217773
