Date,y
2011-07-24,89.37901307893954
2011-08-07,88.0873506422428
2011-08-21,86.63706539702191
2011-09-04,86.27546465946493
2011-09-18,84.4464422826193
2011-10-02,82.37410651839961
2011-10-16,83.67606527533812
2011-10-31,85.04133721582811
2011-11-14,83.16546640706575
2011-11-28,81.13046879334358
2011-12-12,81.46978453820657
2011-12-26,80.62215936855806
2012-01-09,77.83016521158471
2012-01-23,79.24081679807334
2012-02-06,78.85132500210005
2012-02-20,81.8114193310877
2012-03-05,84.37198142075819
2012-03-19,86.19451001031796
2012-04-01,86.1159083497105
2012-04-15,84.32905115021029
2012-04-29,84.05327426035048
2012-05-13,81.7324878393346
2012-05-27,79.03367614996951
2012-06-10,79.41492584031204
2012-06-24,79.40148679166883
2012-07-08,77.32602268787328
2012-07-22,76.17829805621832
2012-08-05,75.34820149874731
2012-08-19,77.4900423358131
2012-09-02,77.46629682448979
2012-09-16,79.7810305086715
2012-09-30,78.81384082041038
2012-10-14,79.82072708543046
2012-10-29,81.43652797578117
2012-11-12,79.7062946181975
2012-11-26,83.75417484805736
2012-12-10,83.70543130878893
2012-12-24,87.71306412414287
2013-01-07,90.02009538417335
2013-01-21,94.48994089022756
2013-02-04,98.6160728905344
2013-02-18,97.74473469328298
2013-03-04,95.2823227112075
2013-03-18,98.05790612998312
2013-03-31,95.24666086138093
2013-04-14,102.51652859427142
2013-04-28,101.0717007081473
2013-05-12,103.64425287349569
2013-05-26,103.78248535958511
2013-06-09,101.24721575745671
2013-06-23,102.07030132294568
2013-07-07,101.57354281946687
2013-07-21,104.13270147905388
2013-08-04,103.93462446648608
2013-08-18,102.58296358113978
2013-09-01,102.14849078919558
2013-09-15,104.47737140613569
2013-09-29,104.89691851285126
2013-10-13,105.14189596590225
2013-10-28,105.72840152482635
2013-11-11,103.84286717104855
2013-11-25,107.61367214818125
2013-12-09,109.48310488294301
2013-12-23,112.02751185157672
2014-01-06,111.95473190814607
2014-01-20,111.9486024659418
2014-02-03,109.77974858838998
2014-02-17,110.25854102468847
2014-03-03,110.13036813662211
2014-03-17,110.56843474603842
2014-03-30,110.92946686125477
2014-04-13,111.0585565777925
2014-04-27,111.43751726553892
2014-05-11,110.50538773308949
2014-05-25,109.69979332547189
2014-06-08,110.31833043045715
2014-06-22,109.40651847420224
2014-07-06,109.62508717478521
2014-07-20,107.91166175679602
2014-08-03,108.64010681194378
2014-08-17,108.21980022279715
2014-08-31,107.77792646105536
2014-09-14,109.53588450337456
2014-09-28,108.93987871419156
2014-10-12,107.75832048750195
2014-10-27,108.06366744452491
