Date,y
2011-07-24,89.36911144459373
2011-08-07,88.04665105511026
2011-08-21,86.6581848130998
2011-09-04,86.40341279372123
2011-09-18,84.46782572930472
2011-10-02,82.2346077722001
2011-10-16,83.56392034508136
2011-10-31,85.02253137305803
2011-11-14,83.40456771098589
2011-11-28,81.2025127308759
2011-12-12,81.63728889686104
2011-12-26,80.5851886168267
2012-01-09,77.97915837615719
2012-01-23,79.13163780804362
2012-02-06,79.08067921756395
2012-02-20,81.92371767322707
2012-03-05,84.57623444463313
2012-03-19,86.26440298777929
2012-04-01,86.23447663613538
2012-04-15,84.37196734378858
2012-04-29,84.16586335034718
2012-05-13,81.87026466414649
2012-05-27,79.0728933892271
2012-06-10,79.11708976260816
2012-06-24,79.45663304215743
2012-07-08,77.84401641467709
2012-07-22,76.1923011402387
2012-08-05,75.44395768979207
2012-08-19,77.45835556920716
2012-09-02,77.58173175273167
2012-09-16,79.84060119948504
2012-09-30,78.9984565169069
2012-10-14,79.94456192477291
2012-10-29,81.55024926886895
2012-11-12,79.97798591376224
2012-11-26,83.70197144149803
2012-12-10,83.86434648489542
2012-12-24,87.7700756714753
2013-01-07,90.25515924263493
2013-01-21,94.59380597724152
2013-02-04,98.62281085813208
2013-02-18,98.01284179756213
2013-03-04,95.47391359542857
2013-03-18,98.20383334068391
2013-03-31,95.4098602674284
2013-04-14,102.4653782715951
2013-04-28,101.20800876611158
2013-05-12,103.54860805980782
2013-05-26,103.91420377969251
2013-06-09,101.54315398040724
2013-06-23,101.97358405665783
2013-07-07,101.66586065886449
2013-07-21,104.1957514203168
2013-08-04,104.0219366943708
2013-08-18,102.61813946301227
2013-09-01,102.2907269349959
2013-09-15,104.54932181308891
2013-09-29,105.10470391389963
2013-10-13,105.15198948411019
2013-10-28,105.8117288391872
2013-11-11,104.07329783877367
2013-11-25,107.65497716040852
2013-12-09,109.71071529576136
2013-12-23,112.2333705165697
2014-01-06,112.24102579104172
2014-01-20,112.07038577039748
2014-02-03,109.98508019994074
2014-02-17,110.25130581037462
2014-03-03,110.29697281929641
2014-03-17,110.63056845685549
2014-03-30,111.0680433721199
2014-04-13,111.28736691356765
2014-04-27,111.50981595514247
2014-05-11,110.7259270673247
2014-05-25,109.75027030020408
2014-06-08,110.30943003599327
2014-06-22,109.42180913461979
2014-07-06,109.66761434874998
2014-07-20,108.06877980897977
2014-08-03,108.67491900515769
2014-08-17,108.25304929280452
2014-08-31,107.9629215711181
2014-09-14,109.53229674201722
2014-09-28,109.25593189297142
2014-10-12,107.88337912337961
2014-10-27,108.05663604917645
2014-11-10,111.92355927022254
2014-11-24,116.1064210136443
2014-12-08,117.07694027093206
2014-12-22,115.41239430367698
2015-01-05,114.402997539919
2015-01-19,107.30856197434825
2015-02-02,106.48115473166358
2015-02-16,106.99076350548317
2015-03-02,105.78925599020101
2015-03-16,101.88746229884723
2015-03-29,101.91076143482915
2015-04-12,101.08925058746279
2015-04-26,102.15799550800946
2015-05-10,105.59212093157367
2015-05-24,105.92280805793933
2015-06-07,109.97729245713117
2015-06-21,110.20629784716623
2015-07-05,107.8901066590769
2015-07-19,106.18451978413225
2015-08-02,107.38146156312229
2015-08-16,109.55082197815544
2015-08-30,107.4349845845054
2015-09-13,107.98074133185222
2015-09-27,106.24461092956298
2015-10-11,106.97190709050305
2015-10-26,105.5185033257109
2015-11-09,104.58439228126043
2015-11-23,104.04082969848834
2015-12-07,106.01811347295776
2015-12-21,104.44574134697663
2016-01-04,103.14002283501054
2016-01-18,101.30668405423133
2016-02-01,103.05989079497003
2016-02-15,100.5103045121667
2016-02-29,98.70978847643693
