Date,y
2011-07-24,89.74599
2011-08-07,88.41017
2011-08-21,87.72872
2011-09-04,87.64873
2011-09-18,85.86489
2011-10-02,84.80699
2011-10-16,85.79491
2011-10-31,86.609116
2011-11-14,85.7483
2011-11-28,84.415184
2011-12-12,84.75815
2011-12-26,84.03807
2012-01-09,82.72394
2012-01-23,83.17466
2012-02-06,83.32536
2012-02-20,84.820526
2012-03-05,86.858086
2012-03-19,87.53833
2012-04-01,87.70319
2012-04-15,86.04263
2012-04-29,86.21138
2012-05-13,84.58697
2012-05-27,83.24633
2012-06-10,83.0577
2012-06-24,83.45743
2012-07-08,82.77553
2012-07-22,81.987045
2012-08-05,81.82117
2012-08-19,82.52508
2012-09-02,82.66606
2012-09-16,83.75689
2012-09-30,83.345375
2012-10-14,83.82101
2012-10-29,84.60006
2012-11-12,83.66985
2012-11-26,85.80705
2012-12-10,86.12512
2012-12-24,88.74396
2013-01-07,90.59572
2013-01-21,94.76654
2013-02-04,98.727646
2013-02-18,97.29619
2013-03-04,94.97734
2013-03-18,98.35579
2013-03-31,95.148796
2013-04-14,102.342064
2013-04-28,100.92442
2013-05-12,103.900894
2013-05-26,103.728
2013-06-09,100.422386
2013-06-23,100.99184
2013-07-07,101.60099
2013-07-21,103.831665
2013-08-04,103.65301
2013-08-18,102.124725
2013-09-01,102.17471
2013-09-15,104.06948
2013-09-29,104.9518
2013-10-13,104.96629
2013-10-28,105.7426
2013-11-11,103.33371
2013-11-25,107.847275
2013-12-09,109.73729
2013-12-23,112.04188
2014-01-06,111.96347
2014-01-20,111.435425
2014-02-03,108.99148
2014-02-17,109.93262
2014-03-03,110.11696
2014-03-17,110.43046
2014-03-30,110.46557
2014-04-13,110.756905
2014-04-27,111.232376
2014-05-11,110.17387
2014-05-25,109.307205
2014-06-08,110.102264
2014-06-22,109.22652
2014-07-06,109.311264
2014-07-20,107.67983
2014-08-03,108.3847
2014-08-17,107.90622
2014-08-31,107.66241
2014-09-14,109.15889
2014-09-28,108.91088
2014-10-12,107.27502
2014-10-27,107.93725
2014-11-10,112.02222
2014-11-24,115.68578
2014-12-08,116.786415
2014-12-22,114.88822
2015-01-05,113.86358
2015-01-19,105.74326
2015-02-02,105.284386
2015-02-16,106.723274
2015-03-02,105.06805
2015-03-16,101.06859
2015-03-29,101.706795
2015-04-12,100.72475
2015-04-26,101.96078
2015-05-10,105.76642
2015-05-24,105.69302
2015-06-07,109.600586
2015-06-21,109.69691
2015-07-05,107.353035
2015-07-19,106.17267
2015-08-02,107.03534
2015-08-16,109.05265
2015-08-30,107.0068
2015-09-13,107.4228
2015-09-27,105.86922
2015-10-11,106.88043
2015-10-26,104.99291
2015-11-09,104.144455
2015-11-23,103.50123
2015-12-07,105.96572
2015-12-21,104.03255
2016-01-04,102.71662
2016-01-18,100.860115
2016-02-01,102.76774
2016-02-15,100.240746
2016-02-29,98.14453
2016-03-14,99.51788
2016-03-27,99.32345
2016-04-10,97.25931
2016-04-24,97.364395
2016-05-08,95.97731
2016-05-22,96.979004
2016-06-05,95.493805
2016-06-19,92.96881
2016-07-03,90.40906
2016-07-17,92.4178
2016-07-31,91.07387
2016-08-14,89.97708
2016-08-28,90.04086
2016-09-11,91.284225
2016-09-25,89.880844
2016-10-09,91.17313
2016-10-23,89.92049
2016-11-07,90.66316
2016-11-21,92.508484
2016-12-05,95.3253
2016-12-19,96.81421
2017-01-02,97.068665
2017-01-16,96.03716
2017-01-30,96.46538
2017-02-13,95.29302
2017-02-27,93.82272
2017-03-13,96.13259
2017-03-26,94.37324
2017-04-09,93.03253
2017-04-23,92.258255
2017-05-07,97.119446
2017-05-21,97.68056
2017-06-04,98.194374
2017-06-18,97.73609
2017-07-02,100.51453
2017-07-17,101.52604
2017-07-31,102.28539
2017-08-14,101.91904
2017-08-28,102.99003
2017-09-11,102.55291
2017-09-25,104.95633
2017-10-09,104.05532
2017-10-23,105.50298
2017-11-07,104.2783
2017-11-22,104.02971
2017-12-06,105.02634
2017-12-20,104.638725
2018-01-03,106.57457
2018-01-17,106.68961
2018-01-31,106.02421
2018-02-14,104.95707
2018-02-28,103.84423
2018-03-14,103.42205
2018-03-27,103.70552
2018-04-10,103.77247
2018-04-24,104.78352
2018-05-08,102.04669
2018-05-22,103.1219
2018-06-05,101.01683
2018-06-19,100.3654
2018-07-03,101.529236
2018-07-17,103.75223
2018-07-31,102.5796
2018-08-14,99.525986
2018-08-28,102.33956
2018-09-11,101.727516
2018-09-25,104.51838
2018-10-09,102.05855
2018-10-23,101.26126
2018-11-07,101.73355
2018-11-21,101.17497
2018-12-05,101.28163
2018-12-19,100.68599
2019-01-02,99.22835
2019-01-16,97.74927
2019-01-30,98.20056
2019-02-13,98.09751
2019-02-27,99.28453
2019-03-13,98.767845
2019-03-27,98.22499
2019-04-09,98.73166
2019-04-23,98.96501
2019-05-07,97.603096
2019-05-21,96.78189
2019-06-04,95.77455
2019-06-18,95.69729
2019-07-02,96.05654
2019-07-16,95.60025
2019-07-30,95.45763
2019-08-13,93.39442
2019-08-27,92.846825
2019-10-07,93.49126
2019-10-22,95.218124
2019-11-06,95.19528
2019-11-20,94.62001
2019-12-04,94.95262
2019-12-18,96.17512
2020-01-01,95.860825
