Date,y
2011-07-24,91.212135
2011-08-07,90.00455
2011-08-21,89.35037
2011-09-04,89.26454
2011-09-18,87.8267
2011-10-02,86.99742
2011-10-16,87.80277
2011-10-31,88.599976
2011-11-14,87.75981
2011-11-28,86.59355
2011-12-12,86.91103
2011-12-26,86.34391
2012-01-09,85.20482
2012-01-23,85.76164
2012-02-06,85.76469
2012-02-20,87.14395
2012-03-05,88.721466
2012-03-19,89.270355
2012-04-01,89.32905
2012-04-15,87.969536
2012-04-29,88.105385
2012-05-13,86.732346
2012-05-27,85.6449
2012-06-10,85.60421
2012-06-24,85.87873
2012-07-08,85.229095
2012-07-22,84.67244
2012-08-05,84.57251
2012-08-19,85.2363
2012-09-02,85.250755
2012-09-16,86.27567
2012-09-30,85.784515
2012-10-14,86.21552
2012-10-29,86.826675
2012-11-12,85.96486
2012-11-26,87.84894
2012-12-10,88.01199
2012-12-24,90.3826
2013-01-07,91.86479
2013-01-21,95.7131
2013-02-04,99.254906
2013-02-18,97.89042
2013-03-04,95.742035
2013-03-18,98.91356
2013-03-31,95.964325
2013-04-14,102.67729
2013-04-28,101.311874
2013-05-12,104.028244
2013-05-26,103.96752
2013-06-09,100.887215
2013-06-23,101.34094
2013-07-07,101.90206
2013-07-21,104.02416
2013-08-04,103.84562
2013-08-18,102.41242
2013-09-01,102.40507
2013-09-15,104.24205
2013-09-29,105.07103
2013-10-13,105.08482
2013-10-28,105.860535
2013-11-11,103.443924
2013-11-25,107.943634
2013-12-09,109.56276
2013-12-23,111.587234
2014-01-06,111.61609
2014-01-20,111.171844
2014-02-03,108.8978
2014-02-17,109.785805
2014-03-03,109.95771
2014-03-17,110.06933
2014-03-30,110.30184
2014-04-13,110.377045
2014-04-27,110.945045
2014-05-11,109.92032
2014-05-25,109.100845
2014-06-08,109.935875
2014-06-22,109.06265
2014-07-06,109.11691
2014-07-20,107.597725
2014-08-03,108.200134
2014-08-17,107.81694
2014-08-31,107.579895
2014-09-14,108.99537
2014-09-28,108.7117
2014-10-12,107.12348
2014-10-27,107.95011
2014-11-10,111.72491
2014-11-24,114.96507
2014-12-08,116.13702
2014-12-22,114.24895
2015-01-05,113.38518
2015-01-19,105.67422
2015-02-02,105.47075
2015-02-16,106.70991
2015-03-02,105.12416
2015-03-16,101.46712
2015-03-29,101.9569
2015-04-12,101.087395
2015-04-26,102.24739
2015-05-10,105.80669
2015-05-24,105.74327
2015-06-07,109.40007
2015-06-21,109.36315
2015-07-05,107.2816
2015-07-19,106.2288
2015-08-02,107.038124
2015-08-16,108.92069
2015-08-30,107.00515
2015-09-13,107.427826
2015-09-27,105.83207
2015-10-11,106.94058
2015-10-26,105.07365
2015-11-09,104.31928
2015-11-23,103.647
2015-12-07,106.1161
2015-12-21,104.19053
2016-01-04,102.88914
2016-01-18,101.22594
2016-02-01,102.99806
2016-02-15,100.6674
2016-02-29,98.700005
2016-03-14,99.99429
2016-03-27,99.780815
2016-04-10,97.76501
2016-04-24,97.95969
2016-05-08,96.67373
2016-05-22,97.58755
2016-06-05,96.21348
2016-06-19,93.82266
2016-07-03,91.67873
2016-07-17,93.65388
2016-07-31,92.34106
2016-08-14,91.3685
2016-08-28,91.43327
2016-09-11,92.5441
2016-09-25,91.3023
2016-10-09,92.415085
2016-10-23,91.32568
2016-11-07,91.94513
2016-11-21,93.65027
2016-12-05,96.12485
2016-12-19,97.460205
2017-01-02,97.75146
2017-01-16,96.73827
2017-01-30,97.18899
2017-02-13,96.137024
2017-02-27,94.73422
2017-03-13,96.89791
2017-03-26,95.22581
2017-04-09,94.06348
2017-04-23,93.396255
2017-05-07,97.80431
2017-05-21,98.27133
2017-06-04,98.74394
2017-06-18,98.35083
2017-07-02,100.927055
2017-07-17,101.80434
2017-07-31,102.5597
2017-08-14,102.24458
2017-08-28,103.206116
2017-09-11,102.79804
2017-09-25,105.05294
2017-10-09,104.21505
2017-10-23,105.58566
2017-11-07,104.39003
2017-11-22,104.27448
2017-12-06,105.12432
2017-12-20,104.72976
2018-01-03,106.55687
2018-01-17,106.640945
2018-01-31,106.09974
2018-02-14,105.066414
2018-02-28,103.9903
2018-03-14,103.5482
2018-03-27,103.90408
2018-04-10,103.949265
2018-04-24,104.89563
2018-05-08,102.29532
2018-05-22,103.3386
2018-06-05,101.34994
2018-06-19,100.73244
2018-07-03,101.77586
2018-07-17,103.9296
2018-07-31,102.806564
2018-08-14,100.002525
2018-08-28,102.54795
2018-09-11,102.03032
2018-09-25,104.72875
2018-10-09,102.29096
2018-10-23,101.56021
2018-11-07,102.02147
2018-11-21,101.51458
2018-12-05,101.5918
2018-12-19,101.06213
2019-01-02,99.6709
2019-01-16,98.309975
2019-01-30,98.70906
2019-02-13,98.64494
2019-02-27,99.75153
2019-03-13,99.26554
2019-03-27,98.7952
2019-04-09,99.21957
2019-04-23,99.4471
2019-05-07,98.216095
2019-05-21,97.41862
2019-06-04,96.54896
2019-06-18,96.47052
2019-07-02,96.726585
2019-07-16,96.3734
2019-07-30,96.2495
2019-08-13,94.38045
2019-08-27,93.93942
2019-10-07,94.513695
2019-10-22,96.04673
2019-11-06,95.9864
2019-11-20,95.47432
2019-12-04,95.78641
2019-12-18,96.92915
2020-01-01,96.57042
