Date,y
2011-07-24,89.5317389272499
2011-08-07,88.20638486536222
2011-08-21,86.81203425026204
2011-09-04,86.58244899976916
2011-09-18,84.55348634550481
2011-10-02,82.39829934860244
2011-10-16,83.80189871195056
2011-10-31,85.17968878975957
2011-11-14,83.49290738284726
2011-11-28,81.29606697851126
2011-12-12,81.72017338231251
2011-12-26,80.7207894261994
2012-01-09,78.04230415833858
2012-01-23,79.28010528917854
2012-02-06,79.11926707932237
2012-02-20,82.05314709348883
2012-03-05,84.73255998469
2012-03-19,86.4285505305565
2012-04-01,86.38779238818557
2012-04-15,84.46177935205345
2012-04-29,84.27528525655691
2012-05-13,81.93236832938231
2012-05-27,79.16706698979301
2012-06-10,79.3754124027207
2012-06-24,79.60628064260133
2012-07-08,77.53871236181226
2012-07-22,76.29415251493778
2012-08-05,75.52314783341211
2012-08-19,77.62575306252029
2012-09-02,77.73045091447113
2012-09-16,79.97107686911065
2012-09-30,79.07368128739469
2012-10-14,80.0442830269485
2012-10-29,81.69661084213111
2012-11-12,80.02537836495554
2012-11-26,83.94398588747005
2012-12-10,84.00315324812229
2012-12-24,87.98680816498518
2013-01-07,90.4050602762247
2013-01-21,94.77615558489381
2013-02-04,98.84462794371672
2013-02-18,98.15378895903994
2013-03-04,95.52419672743548
2013-03-18,98.32960518300717
2013-03-31,95.49743968157048
2013-04-14,102.79710989148609
2013-04-28,101.36886965704603
2013-05-12,103.75245272571502
2013-05-26,104.09060076075737
2013-06-09,101.61475454106196
2013-06-23,102.175733480864
2013-07-07,101.84917889271415
2013-07-21,104.32505205552835
2013-08-04,104.1689669864416
2013-08-18,102.79239780782552
2013-09-01,102.49542884345021
2013-09-15,104.76319399576522
2013-09-29,105.23643983282923
2013-10-13,105.31479581179303
2013-10-28,106.02580090294435
2013-11-11,104.18046290471759
2013-11-25,107.84506399449072
2013-12-09,109.87936413498944
2013-12-23,112.41036861059207
2014-01-06,112.39071261212577
2014-01-20,112.22029616243162
2014-02-03,110.08762607681068
2014-02-17,110.44068819803711
2014-03-03,110.43761553928002
2014-03-17,111.01107774985573
2014-03-30,111.21735271748759
2014-04-13,111.40123499950985
2014-04-27,111.72350748380393
2014-05-11,110.85115093097026
2014-05-25,109.90144556180137
2014-06-08,110.51580711816653
2014-06-22,109.60302552688596
2014-07-06,109.86262176686601
2014-07-20,108.20320029171863
2014-08-03,108.85661852511258
2014-08-17,108.43279725975702
2014-08-31,108.09415375564929
